Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,Own%,Date,KO time,Season start price,Season end price
Ulloa,70,0,0,1,0,0,0,0,0,0,0,0,3,2,2,LEI,0 - 2,SOU,Away,11,FWD,27,Difficult,532,10.7%,08/11/2014,15:00,5.5,5.0
Guzan,90,0,0,1,0,0,0,0,0,0,5,0,10,26,7,AVL,0 - 0,WHU,Away,11,GKP,15,Average,30,12.6%,08/11/2014,15:00,4.5,4.6
Baker,87,0,0,1,0,0,0,0,0,0,0,0,9,24,6,AVL,0 - 0,WHU,Away,11,DEF,15,Average,31,0.2%,08/11/2014,15:00,4.4,4.3
Clark,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,AVL,0 - 0,WHU,Away,11,DEF,15,Average,32,0.1%,08/11/2014,15:00,4.5,4.2
Lowton,90,0,0,1,0,0,0,0,0,0,0,0,11,22,6,AVL,0 - 0,WHU,Away,11,DEF,15,Average,33,0.1%,08/11/2014,15:00,4.5,4.0
Vlaar,90,0,0,1,0,0,0,0,0,0,0,0,17,24,6,AVL,0 - 0,WHU,Away,11,DEF,15,Average,34,16.3%,08/11/2014,15:00,4.5,4.3
Senderos,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,AVL,0 - 0,WHU,Away,11,DEF,15,Average,39,1.9%,08/11/2014,15:00,4.5,4.3
Cissokho,90,0,0,1,0,0,0,0,0,0,0,1,13,28,7,AVL,0 - 0,WHU,Away,11,DEF,15,Average,558,3.0%,08/11/2014,15:00,4.5,4.4
N'Zogbia,90,0,0,1,0,0,0,0,0,0,0,0,4,0,3,AVL,0 - 0,WHU,Away,11,MID,15,Average,41,0.2%,08/11/2014,15:00,5.5,5.2
Westwood,90,0,0,1,0,0,0,0,0,0,0,0,12,13,3,AVL,0 - 0,WHU,Away,11,MID,15,Average,44,0.4%,08/11/2014,15:00,5.0,4.7
Cleverley,90,0,0,1,0,0,0,0,1,0,0,0,2,8,2,AVL,0 - 0,WHU,Away,11,MID,15,Average,274,0.2%,08/11/2014,15:00,5.5,5.3
Sánchez,90,0,0,1,0,0,0,0,0,0,0,0,17,12,3,AVL,0 - 0,WHU,Away,11,MID,15,Average,581,0.2%,08/11/2014,15:00,4.5,4.4
Agbonlahor,90,0,0,1,0,0,0,0,1,0,0,0,-3,-2,1,AVL,0 - 0,WHU,Away,11,FWD,15,Average,52,1.8%,08/11/2014,15:00,5.5,5.0
Weimann,90,0,0,1,0,0,0,0,1,0,0,0,19,2,1,AVL,0 - 0,WHU,Away,11,FWD,15,Average,53,3.3%,08/11/2014,15:00,5.5,5.1
Hart,90,0,0,0,2,0,0,0,0,0,3,0,9,13,2,MCI,2 - 2,QPR,Away,11,GKP,6,Favourable,231,6.8%,08/11/2014,17:30,6.0,6.1
Clichy,90,0,0,0,2,0,0,0,0,0,0,0,11,12,1,MCI,2 - 2,QPR,Away,11,DEF,6,Favourable,237,4.8%,08/11/2014,17:30,5.5,5.3
Demichelis,90,0,0,0,2,1,0,0,0,0,0,0,10,8,-1,MCI,2 - 2,QPR,Away,11,DEF,6,Favourable,241,1.5%,08/11/2014,17:30,6.0,5.9
Sagna,90,0,0,0,2,0,0,0,1,0,0,0,7,13,0,MCI,2 - 2,QPR,Away,11,DEF,6,Favourable,242,1.5%,08/11/2014,17:30,5.5,5.1
Mangala,90,0,1,0,2,0,0,0,0,0,0,2,9,26,6,MCI,2 - 2,QPR,Away,11,DEF,6,Favourable,562,1.0%,08/11/2014,17:30,6.0,6.0
Nasri,73,0,0,0,1,0,0,0,1,0,0,0,7,10,1,MCI,2 - 2,QPR,Away,11,MID,6,Favourable,244,1.9%,08/11/2014,17:30,8.5,8.2
Yaya Touré,90,0,1,0,2,0,0,0,0,0,0,0,10,23,5,MCI,2 - 2,QPR,Away,11,MID,6,Favourable,246,6.6%,08/11/2014,17:30,11.0,10.8
Milner,17,0,0,0,1,0,0,0,0,0,0,0,8,4,1,MCI,2 - 2,QPR,Away,11,MID,6,Favourable,247,1.5%,08/11/2014,17:30,5.5,5.4
Navas,90,0,0,0,2,0,0,0,0,0,0,0,13,19,2,MCI,2 - 2,QPR,Away,11,MID,6,Favourable,249,1.1%,08/11/2014,17:30,7.5,7.2
Fernandinho,63,0,0,0,1,0,0,0,0,0,0,0,9,8,2,MCI,2 - 2,QPR,Away,11,MID,6,Favourable,250,0.8%,08/11/2014,17:30,7.0,6.8
Fernando,90,0,0,0,2,0,0,0,0,0,0,0,13,16,2,MCI,2 - 2,QPR,Away,11,MID,6,Favourable,252,0.5%,08/11/2014,17:30,5.0,4.8
Lampard,23,0,0,0,1,0,0,0,0,0,0,0,2,2,1,MCI,2 - 2,QPR,Away,11,MID,6,Favourable,551,1.3%,08/11/2014,17:30,5.5,5.0
Dzeko,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,MCI,2 - 2,QPR,Away,11,FWD,6,Favourable,253,5.5%,08/11/2014,17:30,8.5,7.9
Agüero,90,2,0,0,2,0,0,0,0,0,0,3,53,51,13,MCI,2 - 2,QPR,Away,11,FWD,6,Favourable,254,27.0%,08/11/2014,17:30,12.0,12.9
Mignolet,90,0,0,0,2,0,0,0,0,0,3,0,5,18,2,LIV,1 - 2,CHE,Home,11,GKP,33,Very difficult,200,5.1%,08/11/2014,12:45,5.5,5.4
Johnson,90,0,0,0,2,0,0,0,0,0,0,0,12,11,1,LIV,1 - 2,CHE,Home,11,DEF,33,Very difficult,202,0.8%,08/11/2014,12:45,5.5,5.2
Skrtel,90,0,0,0,2,0,0,0,0,0,0,0,18,19,1,LIV,1 - 2,CHE,Home,11,DEF,33,Very difficult,203,5.6%,08/11/2014,12:45,6.0,5.9
Lovren,90,0,0,0,2,0,0,0,0,0,0,0,7,17,1,LIV,1 - 2,CHE,Home,11,DEF,33,Very difficult,344,16.4%,08/11/2014,12:45,5.5,4.9
Moreno,90,0,0,0,2,0,0,0,0,0,0,0,8,17,1,LIV,1 - 2,CHE,Home,11,DEF,33,Very difficult,579,4.4%,08/11/2014,12:45,5.5,5.1
Gerrard,90,0,0,0,2,0,0,0,0,0,0,0,5,15,2,LIV,1 - 2,CHE,Home,11,MID,33,Very difficult,214,4.7%,08/11/2014,12:45,9.0,8.6
Henderson,90,0,0,0,2,0,0,0,0,0,0,0,6,10,2,LIV,1 - 2,CHE,Home,11,MID,33,Very difficult,216,11.1%,08/11/2014,12:45,6.0,6.6
Sterling,90,0,1,0,2,0,0,0,1,0,0,0,16,18,4,LIV,1 - 2,CHE,Home,11,MID,33,Very difficult,217,39.0%,08/11/2014,12:45,8.5,8.3
Allen,21,0,0,0,0,0,0,0,0,0,0,0,4,6,1,LIV,1 - 2,CHE,Home,11,MID,33,Very difficult,218,0.1%,08/11/2014,12:45,5.0,4.8
Coutinho,69,0,0,0,2,0,0,0,0,0,0,0,18,10,2,LIV,1 - 2,CHE,Home,11,MID,33,Very difficult,219,3.1%,08/11/2014,12:45,8.0,7.9
Can,69,1,0,0,2,0,0,0,0,0,0,3,23,33,10,LIV,1 - 2,CHE,Home,11,MID,33,Very difficult,225,0.2%,08/11/2014,12:45,5.5,5.2
Lambert,12,0,0,0,0,0,0,0,0,0,0,0,2,5,1,LIV,1 - 2,CHE,Home,11,FWD,33,Very difficult,229,2.1%,08/11/2014,12:45,7.5,6.8
Borini,21,0,0,0,0,0,0,0,0,0,0,0,-3,-2,1,LIV,1 - 2,CHE,Home,11,FWD,33,Very difficult,230,0.2%,08/11/2014,12:45,6.5,6.0
Balotelli,78,0,0,0,2,0,0,0,1,0,0,0,2,-3,1,LIV,1 - 2,CHE,Home,11,FWD,33,Very difficult,587,2.0%,08/11/2014,12:45,10.0,9.2
Heaton,90,0,0,1,0,0,0,0,0,0,1,1,14,22,7,BUR,1 - 0,HUL,Home,11,GKP,6,Favourable,58,2.9%,08/11/2014,15:00,4.5,4.7
Duff,90,0,0,1,0,0,0,0,1,0,0,0,15,18,5,BUR,1 - 0,HUL,Home,11,DEF,6,Favourable,60,11.2%,08/11/2014,15:00,4.0,3.9
Shackell,90,0,0,1,0,0,0,0,1,0,0,0,16,17,5,BUR,1 - 0,HUL,Home,11,DEF,6,Favourable,61,0.5%,08/11/2014,15:00,4.5,4.4
Trippier,90,0,1,1,0,0,0,0,0,0,0,3,28,36,12,BUR,1 - 0,HUL,Home,11,DEF,6,Favourable,65,1.0%,08/11/2014,15:00,5.0,4.8
Ward,90,0,0,1,0,0,0,0,1,0,0,0,13,16,5,BUR,1 - 0,HUL,Home,11,DEF,6,Favourable,580,0.0%,08/11/2014,15:00,4.5,4.5
Marney,90,0,0,1,0,0,0,0,1,0,0,0,16,8,2,BUR,1 - 0,HUL,Home,11,MID,6,Favourable,66,0.3%,08/11/2014,15:00,4.5,4.2
Jones,90,0,0,1,0,0,0,0,0,0,0,0,15,12,3,BUR,1 - 0,HUL,Home,11,MID,6,Favourable,67,0.3%,08/11/2014,15:00,4.5,4.5
Arfield,54,0,0,0,0,0,0,0,0,0,0,0,10,5,1,BUR,1 - 0,HUL,Home,11,MID,6,Favourable,69,0.5%,08/11/2014,15:00,5.0,4.7
Kightly,36,0,0,0,0,0,0,0,0,0,0,0,6,3,1,BUR,1 - 0,HUL,Home,11,MID,6,Favourable,70,0.1%,08/11/2014,15:00,5.0,4.5
Boyd,90,0,0,1,0,0,0,0,0,0,0,0,13,8,3,BUR,1 - 0,HUL,Home,11,MID,6,Favourable,168,2.5%,08/11/2014,15:00,4.5,4.5
Ings,90,0,0,1,0,0,0,0,1,0,0,0,13,-3,1,BUR,1 - 0,HUL,Home,11,FWD,6,Favourable,73,0.5%,08/11/2014,15:00,6.0,5.5
Barnes,74,1,0,1,0,0,0,0,0,0,0,2,31,34,8,BUR,1 - 0,HUL,Home,11,FWD,6,Favourable,75,0.5%,08/11/2014,15:00,4.5,4.4
Jutkiewicz,16,0,0,0,0,0,0,0,1,0,0,0,8,-4,0,BUR,1 - 0,HUL,Home,11,FWD,6,Favourable,523,0.4%,08/11/2014,15:00,5.0,4.4
De Gea,90,0,0,1,0,0,0,0,0,0,1,0,14,20,6,MUN,1 - 0,CRY,Home,11,GKP,12,Average,257,13.7%,08/11/2014,15:00,5.5,5.8
Shaw,90,0,0,1,0,0,0,0,0,0,0,3,25,28,9,MUN,1 - 0,CRY,Home,11,DEF,12,Average,266,3.3%,08/11/2014,15:00,6.0,5.7
McNair,90,0,0,1,0,0,0,0,0,0,0,3,13,28,9,MUN,1 - 0,CRY,Home,11,DEF,12,Average,616,0.2%,08/11/2014,15:00,4.5,4.4
Mata,28,1,0,0,0,0,0,0,0,0,0,1,20,24,7,MUN,1 - 0,CRY,Home,11,MID,12,Average,267,6.1%,08/11/2014,15:00,9.0,8.5
Fellaini,90,0,0,1,0,0,0,0,0,0,0,0,23,14,3,MUN,1 - 0,CRY,Home,11,MID,12,Average,268,0.4%,08/11/2014,15:00,6.5,6.4
Valencia,90,0,0,1,0,0,0,0,1,0,0,0,16,20,2,MUN,1 - 0,CRY,Home,11,MID,12,Average,269,0.4%,08/11/2014,15:00,6.0,5.7
Carrick,90,0,0,1,0,0,0,0,0,0,0,0,21,18,3,MUN,1 - 0,CRY,Home,11,MID,12,Average,272,0.0%,08/11/2014,15:00,5.5,5.4
Fletcher,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,MUN,1 - 0,CRY,Home,11,MID,12,Average,273,0.4%,08/11/2014,15:00,5.0,4.5
Januzaj,62,0,0,1,0,0,0,0,0,0,0,0,7,6,3,MUN,1 - 0,CRY,Home,11,MID,12,Average,279,1.3%,08/11/2014,15:00,6.5,6.1
Di María,70,0,1,1,0,0,0,0,0,0,0,0,26,23,6,MUN,1 - 0,CRY,Home,11,MID,12,Average,588,36.9%,08/11/2014,15:00,9.5,9.4
Blind,90,0,0,1,0,0,0,0,0,0,0,0,16,18,3,MUN,1 - 0,CRY,Home,11,MID,12,Average,597,1.2%,08/11/2014,15:00,5.5,4.9
van Persie,90,0,0,1,0,0,0,0,0,0,0,0,17,4,2,MUN,1 - 0,CRY,Home,11,FWD,12,Average,282,2.0%,08/11/2014,15:00,12.5,12.0
Rooney,90,0,0,1,0,0,0,0,0,0,0,0,10,17,2,MUN,1 - 0,CRY,Home,11,FWD,12,Average,284,13.8%,08/11/2014,15:00,10.5,10.6
Wilson,20,0,0,0,0,0,0,0,0,0,0,0,3,2,1,MUN,1 - 0,CRY,Home,11,FWD,12,Average,286,0.3%,08/11/2014,15:00,4.5,4.3
Forster,90,0,0,1,0,0,0,0,0,0,0,0,13,19,6,SOU,2 - 0,LEI,Home,11,GKP,7,Favourable,560,10.1%,08/11/2014,15:00,5.0,5.3
Bertrand,90,0,0,1,0,0,0,0,0,0,0,0,25,25,6,SOU,2 - 0,LEI,Home,11,DEF,7,Favourable,84,21.7%,08/11/2014,15:00,5.0,5.8
Fonte,90,0,0,1,0,0,0,0,0,0,0,1,14,30,7,SOU,2 - 0,LEI,Home,11,DEF,7,Favourable,341,9.6%,08/11/2014,15:00,5.5,5.8
Clyne,90,0,0,1,0,0,0,0,0,0,0,0,26,22,6,SOU,2 - 0,LEI,Home,11,DEF,7,Favourable,342,31.2%,08/11/2014,15:00,5.0,5.9
Alderweireld,90,0,0,1,0,0,0,0,1,0,0,0,9,23,5,SOU,2 - 0,LEI,Home,11,DEF,7,Favourable,601,1.3%,08/11/2014,15:00,5.0,4.7
Cork,51,0,0,0,0,0,0,0,0,0,0,0,6,8,1,SOU,2 - 0,LEI,Home,11,MID,7,Favourable,348,2.5%,08/11/2014,15:00,4.5,4.3
Schneiderlin,90,0,0,1,0,0,0,0,1,0,0,0,15,13,2,SOU,2 - 0,LEI,Home,11,MID,7,Favourable,349,17.8%,08/11/2014,15:00,5.5,5.5
Davis,39,0,0,0,0,0,0,0,0,0,0,0,9,10,1,SOU,2 - 0,LEI,Home,11,MID,7,Favourable,350,2.2%,08/11/2014,15:00,5.0,4.7
Wanyama,90,0,1,1,0,0,0,0,0,0,0,2,24,40,8,SOU,2 - 0,LEI,Home,11,MID,7,Favourable,353,6.8%,08/11/2014,15:00,4.5,4.6
Reed,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,SOU,2 - 0,LEI,Home,11,MID,7,Favourable,355,0.0%,08/11/2014,15:00,4.5,4.3
Tadic,90,0,0,1,0,0,0,0,0,0,0,0,23,18,3,SOU,2 - 0,LEI,Home,11,MID,7,Favourable,356,11.3%,08/11/2014,15:00,7.5,7.4
Mané,67,0,0,1,0,0,0,0,0,0,0,0,11,10,3,SOU,2 - 0,LEI,Home,11,MID,7,Favourable,604,0.3%,08/11/2014,15:00,7.0,6.3
Long,23,2,0,0,0,0,0,0,0,0,0,3,47,54,12,SOU,2 - 0,LEI,Home,11,FWD,7,Favourable,176,1.6%,08/11/2014,15:00,6.0,5.4
Pellè,90,0,1,1,0,0,0,0,0,0,0,0,13,12,5,SOU,2 - 0,LEI,Home,11,FWD,7,Favourable,362,32.1%,08/11/2014,15:00,7.5,7.5
Adrián,90,0,0,1,0,0,0,0,0,0,4,0,13,25,7,WHU,0 - 0,AVL,Home,11,GKP,9,Favourable,498,0.8%,08/11/2014,15:00,5.0,5.2
Jenkinson,90,0,0,1,0,0,0,0,0,0,0,0,15,25,6,WHU,0 - 0,AVL,Home,11,DEF,9,Favourable,5,0.2%,08/11/2014,15:00,5.0,5.0
Collins,90,0,0,1,0,0,0,0,0,0,0,0,13,26,6,WHU,0 - 0,AVL,Home,11,DEF,9,Favourable,499,0.3%,08/11/2014,15:00,4.5,4.4
Reid,90,0,0,1,0,0,0,0,0,0,0,2,8,29,8,WHU,0 - 0,AVL,Home,11,DEF,9,Favourable,501,1.0%,08/11/2014,15:00,5.0,4.8
Cresswell,90,0,0,1,0,0,0,0,0,0,0,3,14,30,9,WHU,0 - 0,AVL,Home,11,DEF,9,Favourable,506,0.7%,08/11/2014,15:00,5.5,5.6
Downing,90,0,0,1,0,0,0,0,0,0,0,0,18,20,3,WHU,0 - 0,AVL,Home,11,MID,9,Favourable,507,13.6%,08/11/2014,15:00,5.5,5.9
Noble,90,0,0,1,0,0,0,0,0,0,0,0,5,8,3,WHU,0 - 0,AVL,Home,11,MID,9,Favourable,508,2.2%,08/11/2014,15:00,5.5,5.3
Nolan,25,0,0,0,0,0,0,0,0,0,0,0,2,0,1,WHU,0 - 0,AVL,Home,11,MID,9,Favourable,510,1.2%,08/11/2014,15:00,6.5,6.2
Kouyaté,65,0,0,1,0,0,0,0,0,0,0,0,5,5,3,WHU,0 - 0,AVL,Home,11,MID,9,Favourable,514,0.1%,08/11/2014,15:00,5.0,4.9
Song,90,0,0,1,0,0,0,0,0,0,0,0,9,17,3,WHU,0 - 0,AVL,Home,11,MID,9,Favourable,593,0.3%,08/11/2014,15:00,5.0,4.8
Carroll,1,0,0,0,0,0,0,0,0,0,0,0,12,3,1,WHU,0 - 0,AVL,Home,11,FWD,9,Favourable,516,0.0%,08/11/2014,15:00,7.0,6.3
Cole,16,0,0,0,0,0,0,0,0,0,0,0,3,4,1,WHU,0 - 0,AVL,Home,11,FWD,9,Favourable,520,0.7%,08/11/2014,15:00,5.0,4.6
Valencia,74,0,0,1,0,0,0,0,0,0,0,0,7,3,2,WHU,0 - 0,AVL,Home,11,FWD,9,Favourable,530,1.9%,08/11/2014,15:00,7.0,6.3
Sakho,90,0,0,1,0,0,0,0,0,0,0,0,-4,3,2,WHU,0 - 0,AVL,Home,11,FWD,9,Favourable,570,8.2%,08/11/2014,15:00,5.5,5.2
Green,90,0,0,0,2,0,0,0,0,0,2,0,8,12,1,QPR,2 - 2,MCI,Home,11,GKP,34,Very difficult,318,1.7%,08/11/2014,17:30,4.5,4.5
Dunne,90,0,0,0,2,0,0,0,1,0,0,0,24,9,0,QPR,2 - 2,MCI,Home,11,DEF,34,Very difficult,320,0.2%,08/11/2014,17:30,4.5,4.2
Yun,90,0,0,0,2,0,0,0,0,0,0,0,8,8,1,QPR,2 - 2,MCI,Home,11,DEF,34,Very difficult,323,0.8%,08/11/2014,17:30,4.0,3.9
Caulker,90,0,0,0,2,0,0,0,0,0,0,0,2,10,1,QPR,2 - 2,MCI,Home,11,DEF,34,Very difficult,534,6.6%,08/11/2014,17:30,5.0,4.6
Isla,90,0,1,0,2,0,0,0,1,0,0,0,16,24,3,QPR,2 - 2,MCI,Home,11,DEF,34,Very difficult,557,0.3%,08/11/2014,17:30,5.0,4.6
Henry,90,0,0,0,2,0,0,0,0,0,0,0,8,11,2,QPR,2 - 2,MCI,Home,11,MID,34,Very difficult,327,0.1%,08/11/2014,17:30,4.5,4.4
Barton,45,0,0,0,1,0,0,0,0,0,0,0,17,8,1,QPR,2 - 2,MCI,Home,11,MID,34,Very difficult,328,0.2%,08/11/2014,17:30,5.0,4.8
Sandro,45,0,0,0,1,0,0,0,1,0,0,0,5,2,0,QPR,2 - 2,MCI,Home,11,MID,34,Very difficult,377,0.1%,08/11/2014,17:30,5.0,4.8
Fer,90,0,0,0,2,0,0,0,0,0,0,0,11,16,2,QPR,2 - 2,MCI,Home,11,MID,34,Very difficult,583,0.1%,08/11/2014,17:30,5.5,5.2
Zamora,90,0,1,0,2,0,0,0,0,0,0,0,10,14,5,QPR,2 - 2,MCI,Home,11,FWD,34,Very difficult,336,3.4%,08/11/2014,17:30,4.5,4.1
Austin,90,1,0,0,2,0,0,0,0,0,0,1,41,25,7,QPR,2 - 2,MCI,Home,11,FWD,34,Very difficult,337,1.8%,08/11/2014,17:30,6.0,6.1
Vargas,90,0,0,0,2,0,0,0,1,0,0,0,6,10,1,QPR,2 - 2,MCI,Home,11,FWD,34,Very difficult,585,0.1%,08/11/2014,17:30,6.5,6.1
Begovic,90,0,0,0,1,0,0,0,1,0,3,0,16,14,2,STK,2 - 1,TOT,Away,11,GKP,22,Difficult,395,7.6%,09/11/2014,13:30,5.0,4.8
Shawcross,90,0,0,0,1,0,0,0,0,0,0,0,5,6,2,STK,2 - 1,TOT,Away,11,DEF,22,Difficult,398,12.5%,09/11/2014,13:30,5.5,5.3
Wilson,25,0,0,0,0,0,0,0,0,0,0,0,-1,2,1,STK,2 - 1,TOT,Away,11,DEF,22,Difficult,400,2.2%,09/11/2014,13:30,4.5,4.3
Cameron,82,0,0,0,1,0,0,0,1,0,0,0,11,4,1,STK,2 - 1,TOT,Away,11,DEF,22,Difficult,401,3.6%,09/11/2014,13:30,4.5,4.2
Pieters,90,0,0,0,1,0,0,0,0,0,0,0,16,7,2,STK,2 - 1,TOT,Away,11,DEF,22,Difficult,402,1.2%,09/11/2014,13:30,5.0,4.6
Muniesa,65,0,0,0,1,0,0,0,0,0,0,0,9,9,2,STK,2 - 1,TOT,Away,11,DEF,22,Difficult,403,0.1%,09/11/2014,13:30,4.5,4.2
Bardsley,8,0,0,0,0,0,0,0,0,0,0,0,1,3,1,STK,2 - 1,TOT,Away,11,DEF,22,Difficult,404,0.6%,09/11/2014,13:30,5.0,4.9
Moses,90,0,0,0,1,0,0,0,0,0,0,0,24,7,2,STK,2 - 1,TOT,Away,11,MID,22,Difficult,99,0.7%,09/11/2014,13:30,5.5,5.0
Ireland,7,0,0,0,0,0,0,0,0,0,0,0,8,3,1,STK,2 - 1,TOT,Away,11,MID,22,Difficult,407,0.1%,09/11/2014,13:30,5.0,4.7
Walters,90,1,0,0,1,0,0,0,0,0,0,1,34,29,8,STK,2 - 1,TOT,Away,11,MID,22,Difficult,411,0.2%,09/11/2014,13:30,5.5,5.1
N'Zonzi,90,0,1,0,1,0,0,0,0,0,0,0,20,22,5,STK,2 - 1,TOT,Away,11,MID,22,Difficult,412,0.3%,09/11/2014,13:30,5.0,4.9
Sidwell,90,0,0,0,1,0,0,0,0,0,0,0,13,10,2,STK,2 - 1,TOT,Away,11,MID,22,Difficult,416,1.7%,09/11/2014,13:30,5.5,5.0
Diouf,90,0,1,0,1,0,0,0,0,0,0,0,22,15,5,STK,2 - 1,TOT,Away,11,FWD,22,Difficult,421,0.4%,09/11/2014,13:30,6.5,6.1
Bojan,83,1,0,0,1,0,0,0,0,0,0,2,34,32,8,STK,2 - 1,TOT,Away,11,FWD,22,Difficult,533,2.9%,09/11/2014,13:30,5.5,4.9
Howard,90,0,0,0,1,0,0,0,0,0,1,0,7,9,2,EVE,1 - 1,SUN,Away,11,GKP,15,Average,130,14.8%,09/11/2014,13:30,5.5,5.1
Jagielka,90,0,0,0,1,0,0,0,0,0,0,0,11,22,2,EVE,1 - 1,SUN,Away,11,DEF,15,Average,132,16.8%,09/11/2014,13:30,5.5,5.8
Baines,90,1,0,0,1,0,0,0,0,0,0,3,30,32,11,EVE,1 - 1,SUN,Away,11,DEF,15,Average,134,24.7%,09/11/2014,13:30,7.0,7.1
Distin,90,0,0,0,1,0,0,0,0,0,0,0,11,22,2,EVE,1 - 1,SUN,Away,11,DEF,15,Average,135,1.8%,09/11/2014,13:30,5.5,5.2
Coleman,90,0,1,0,1,0,0,0,0,0,0,2,16,26,7,EVE,1 - 1,SUN,Away,11,DEF,15,Average,137,6.0%,09/11/2014,13:30,7.0,6.8
Osman,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,EVE,1 - 1,SUN,Away,11,MID,15,Average,143,0.6%,09/11/2014,13:30,5.5,5.0
Gibson,78,0,0,0,1,0,0,0,0,0,0,0,11,15,2,EVE,1 - 1,SUN,Away,11,MID,15,Average,144,0.4%,09/11/2014,13:30,4.5,4.2
Barkley,85,0,0,0,1,0,0,0,0,0,0,0,17,14,2,EVE,1 - 1,SUN,Away,11,MID,15,Average,145,4.3%,09/11/2014,13:30,7.0,6.6
McCarthy,90,0,0,0,1,0,0,0,1,0,0,0,14,18,1,EVE,1 - 1,SUN,Away,11,MID,15,Average,148,1.5%,09/11/2014,13:30,5.0,4.6
McGeady,69,0,0,0,1,0,0,0,1,0,0,0,2,3,1,EVE,1 - 1,SUN,Away,11,MID,15,Average,149,1.6%,09/11/2014,13:30,5.5,5.3
Barry,12,0,0,0,0,0,0,0,0,0,0,0,1,3,1,EVE,1 - 1,SUN,Away,11,MID,15,Average,151,2.5%,09/11/2014,13:30,5.0,4.7
Lukaku,90,0,0,0,1,0,0,0,0,0,0,0,22,3,2,EVE,1 - 1,SUN,Away,11,FWD,15,Average,103,9.3%,09/11/2014,13:30,9.0,8.7
Naismith,21,0,0,0,0,0,0,0,0,0,0,0,3,2,1,EVE,1 - 1,SUN,Away,11,FWD,15,Average,152,21.8%,09/11/2014,13:30,5.0,4.7
Eto'o,90,0,0,0,1,0,0,0,0,0,0,0,11,12,2,EVE,1 - 1,SUN,Away,11,FWD,15,Average,589,1.4%,09/11/2014,13:30,6.0,5.2
Krul,90,0,0,1,0,0,0,0,0,0,2,0,16,23,6,NEW,2 - 0,WBA,Away,11,GKP,14,Average,288,17.4%,09/11/2014,13:30,4.5,4.4
Williamson,13,0,0,0,0,0,0,0,0,0,0,0,5,4,1,NEW,2 - 0,WBA,Away,11,DEF,14,Average,290,0.6%,09/11/2014,13:30,4.5,4.3
Coloccini,77,1,0,1,0,0,0,0,0,0,0,2,31,31,14,NEW,2 - 0,WBA,Away,11,DEF,14,Average,292,4.5%,09/11/2014,13:30,4.5,4.5
Ryan Taylor,9,0,0,0,0,0,0,0,0,0,0,0,4,5,1,NEW,2 - 0,WBA,Away,11,DEF,14,Average,293,0.1%,09/11/2014,13:30,4.5,4.4
Haidara,90,0,0,1,0,0,0,0,0,0,0,0,14,20,6,NEW,2 - 0,WBA,Away,11,DEF,14,Average,297,0.0%,09/11/2014,13:30,4.5,4.1
Dummett,90,0,0,1,0,0,0,0,0,0,0,0,13,25,6,NEW,2 - 0,WBA,Away,11,DEF,14,Average,298,9.1%,09/11/2014,13:30,4.0,4.1
Janmaat,90,0,2,1,0,0,0,0,0,0,0,3,33,52,15,NEW,2 - 0,WBA,Away,11,DEF,14,Average,527,3.4%,09/11/2014,13:30,5.0,5.3
Abeid,90,0,0,1,0,0,0,0,0,0,0,0,13,20,3,NEW,2 - 0,WBA,Away,11,MID,14,Average,304,0.1%,09/11/2014,13:30,4.5,4.3
Sissoko,90,0,0,1,0,0,0,0,0,0,0,0,17,11,3,NEW,2 - 0,WBA,Away,11,MID,14,Average,308,1.6%,09/11/2014,13:30,6.0,5.8
Colback,90,0,0,1,0,0,0,0,0,0,0,0,14,12,3,NEW,2 - 0,WBA,Away,11,MID,14,Average,309,0.5%,09/11/2014,13:30,5.0,4.7
Gouffran,13,0,0,0,0,0,0,0,0,0,0,0,9,4,1,NEW,2 - 0,WBA,Away,11,MID,14,Average,311,0.6%,09/11/2014,13:30,6.5,6.0
Ameobi,77,0,0,1,0,0,0,0,0,0,0,0,10,4,3,NEW,2 - 0,WBA,Away,11,MID,14,Average,312,0.5%,09/11/2014,13:30,4.5,4.2
Cabella,81,0,0,1,0,0,0,0,0,0,0,0,20,16,3,NEW,2 - 0,WBA,Away,11,MID,14,Average,525,1.0%,09/11/2014,13:30,7.5,7.0
Ayoze,90,1,0,1,0,0,0,0,0,0,0,1,33,27,7,NEW,2 - 0,WBA,Away,11,FWD,14,Average,317,0.7%,09/11/2014,13:30,5.0,4.3
Szczesny,90,0,0,0,2,0,0,0,0,0,3,0,5,10,2,ARS,1 - 2,SWA,Away,11,GKP,19,Difficult,1,8.5%,09/11/2014,16:00,5.5,5.2
Gibbs,90,0,0,0,2,0,0,0,1,0,0,0,8,15,0,ARS,1 - 2,SWA,Away,11,DEF,19,Difficult,4,2.3%,09/11/2014,16:00,5.5,5.2
