Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,Own%,Date,KO time,Season start price,Season end price
Mertesacker,90,0,0,0,2,0,0,0,1,0,0,0,-1,13,0,ARS,1 - 2,SWA,Away,11,DEF,19,Difficult,6,3.9%,09/11/2014,16:00,6.0,6.1
Monreal,90,0,0,0,2,0,0,0,0,0,0,0,5,17,1,ARS,1 - 2,SWA,Away,11,DEF,19,Difficult,7,0.6%,09/11/2014,16:00,5.0,4.9
Chambers,89,0,0,0,2,0,0,0,1,0,0,0,3,7,0,ARS,1 - 2,SWA,Away,11,DEF,19,Difficult,345,16.9%,09/11/2014,16:00,4.5,4.5
Wilshere,12,0,0,0,0,0,0,0,0,0,0,0,1,5,1,ARS,1 - 2,SWA,Away,11,MID,19,Difficult,10,3.2%,09/11/2014,16:00,6.5,6.3
Walcott,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ARS,1 - 2,SWA,Away,11,MID,19,Difficult,11,0.5%,09/11/2014,16:00,9.0,8.2
Ramsey,78,0,0,0,2,0,0,0,1,0,0,0,-1,5,1,ARS,1 - 2,SWA,Away,11,MID,19,Difficult,12,14.2%,09/11/2014,16:00,9.0,8.8
Chamberlain,90,0,0,0,2,0,0,0,0,0,0,0,21,19,2,ARS,1 - 2,SWA,Away,11,MID,19,Difficult,15,1.6%,09/11/2014,16:00,6.5,6.2
Cazorla,90,0,0,0,2,0,0,0,0,0,0,0,11,18,2,ARS,1 - 2,SWA,Away,11,MID,19,Difficult,16,1.7%,09/11/2014,16:00,8.5,8.4
Flamini,78,0,0,0,2,0,0,0,0,0,0,0,3,7,2,ARS,1 - 2,SWA,Away,11,MID,19,Difficult,20,0.3%,09/11/2014,16:00,5.0,4.8
Sánchez,90,1,0,0,2,0,0,0,1,0,0,3,25,36,9,ARS,1 - 2,SWA,Away,11,MID,19,Difficult,23,28.7%,09/11/2014,16:00,10.5,11.6
Sanogo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,ARS,1 - 2,SWA,Away,11,FWD,19,Difficult,26,0.7%,09/11/2014,16:00,5.0,4.7
Welbeck,90,0,1,0,2,0,0,0,0,0,0,0,17,16,5,ARS,1 - 2,SWA,Away,11,FWD,19,Difficult,285,16.4%,09/11/2014,16:00,7.0,6.9
Lloris,90,0,0,0,2,0,0,0,0,0,2,0,4,10,1,TOT,1 - 2,STK,Home,11,GKP,9,Favourable,364,13.4%,09/11/2014,13:30,5.5,5.4
Rose,90,0,1,0,2,0,0,0,0,0,0,0,13,26,4,TOT,1 - 2,STK,Home,11,DEF,9,Favourable,366,3.7%,09/11/2014,13:30,5.0,4.8
Kaboul,90,0,0,0,2,0,0,0,1,0,0,0,4,4,0,TOT,1 - 2,STK,Home,11,DEF,9,Favourable,368,3.2%,09/11/2014,13:30,5.0,4.6
Naughton,84,0,0,0,2,0,0,0,0,1,0,0,9,9,-2,TOT,1 - 2,STK,Home,11,DEF,9,Favourable,370,0.2%,09/11/2014,13:30,4.5,4.0
Fazio,90,0,0,0,2,0,0,0,0,0,0,0,10,19,1,TOT,1 - 2,STK,Home,11,DEF,9,Favourable,591,0.0%,09/11/2014,13:30,5.5,4.7
Dembélé,45,0,0,0,0,0,0,0,0,0,0,0,2,3,1,TOT,1 - 2,STK,Home,11,MID,9,Favourable,376,0.3%,09/11/2014,13:30,5.5,5.0
Townsend,45,0,0,0,2,0,0,0,0,0,0,0,-2,-2,1,TOT,1 - 2,STK,Home,11,MID,9,Favourable,383,0.4%,09/11/2014,13:30,6.5,6.2
Chadli,90,1,0,0,2,0,0,0,0,0,0,3,29,42,10,TOT,1 - 2,STK,Home,11,MID,9,Favourable,384,14.8%,09/11/2014,13:30,6.0,6.2
Capoue,64,0,0,0,2,0,0,0,1,0,0,0,0,12,1,TOT,1 - 2,STK,Home,11,MID,9,Favourable,385,0.1%,09/11/2014,13:30,5.0,4.8
Lamela,45,0,0,0,0,0,0,0,0,0,0,0,12,3,1,TOT,1 - 2,STK,Home,11,MID,9,Favourable,386,2.2%,09/11/2014,13:30,8.0,7.4
Eriksen,45,0,0,0,2,0,0,0,0,0,0,0,-2,4,1,TOT,1 - 2,STK,Home,11,MID,9,Favourable,387,8.3%,09/11/2014,13:30,8.0,7.9
Mason,90,0,0,0,2,0,0,0,1,0,0,0,-3,6,1,TOT,1 - 2,STK,Home,11,MID,9,Favourable,613,0.1%,09/11/2014,13:30,5.0,4.5
Adebayor,26,0,0,0,0,0,0,0,0,0,0,0,-3,-3,1,TOT,1 - 2,STK,Home,11,FWD,9,Favourable,392,2.9%,09/11/2014,13:30,8.5,7.9
Kane,90,0,0,0,2,0,0,0,0,0,0,0,12,1,2,TOT,1 - 2,STK,Home,11,FWD,9,Favourable,393,1.4%,09/11/2014,13:30,5.0,6.0
Pantilimon,90,0,0,0,1,0,0,0,0,0,6,0,12,15,4,SUN,1 - 1,EVE,Home,11,GKP,20,Difficult,423,0.8%,09/11/2014,13:30,4.5,4.5
O'Shea,90,0,0,0,1,0,0,0,0,0,0,0,6,9,2,SUN,1 - 1,EVE,Home,11,DEF,20,Difficult,424,5.4%,09/11/2014,13:30,4.5,4.6
Brown,90,0,0,0,1,0,0,0,0,0,0,0,15,8,2,SUN,1 - 1,EVE,Home,11,DEF,20,Difficult,425,0.4%,09/11/2014,13:30,4.5,4.3
Vergini,90,0,0,0,1,0,0,0,0,0,0,0,8,9,2,SUN,1 - 1,EVE,Home,11,DEF,20,Difficult,561,0.2%,09/11/2014,13:30,4.5,4.5
Réveillere,90,0,0,0,1,0,0,0,0,0,0,0,5,8,2,SUN,1 - 1,EVE,Home,11,DEF,20,Difficult,624,0.0%,09/11/2014,13:30,4.5,4.5
Rodwell,10,0,0,0,0,0,0,0,0,0,0,0,1,3,1,SUN,1 - 1,EVE,Home,11,MID,20,Difficult,243,2.5%,09/11/2014,13:30,5.0,4.7
Johnson,63,0,0,1,0,0,0,0,0,0,0,0,6,9,3,SUN,1 - 1,EVE,Home,11,MID,20,Difficult,429,2.6%,09/11/2014,13:30,6.5,5.9
Larsson,90,1,0,0,1,0,0,0,0,0,0,2,29,26,9,SUN,1 - 1,EVE,Home,11,MID,20,Difficult,431,3.6%,09/11/2014,13:30,5.5,5.3
Bridcutt,90,0,0,0,1,0,0,0,0,0,0,0,10,17,2,SUN,1 - 1,EVE,Home,11,MID,20,Difficult,437,0.3%,09/11/2014,13:30,4.5,4.2
Gómez,80,0,0,0,1,0,0,0,1,0,0,0,13,8,1,SUN,1 - 1,EVE,Home,11,MID,20,Difficult,439,0.1%,09/11/2014,13:30,5.5,5.1
Buckley,27,0,1,0,1,0,0,0,0,0,0,0,9,14,4,SUN,1 - 1,EVE,Home,11,MID,20,Difficult,568,0.0%,09/11/2014,13:30,5.5,5.0
Wickham,90,0,0,0,1,0,0,0,0,0,0,0,1,-4,2,SUN,1 - 1,EVE,Home,11,FWD,20,Difficult,440,0.8%,09/11/2014,13:30,6.0,5.6
Fletcher,90,0,0,0,1,0,0,0,0,0,0,0,7,7,2,SUN,1 - 1,EVE,Home,11,FWD,20,Difficult,441,0.7%,09/11/2014,13:30,5.5,5.0
Foster,90,0,0,0,2,0,0,0,0,0,1,0,5,8,1,WBA,0 - 2,NEW,Home,11,GKP,6,Favourable,477,5.0%,09/11/2014,13:30,4.5,4.5
Wisdom,90,0,0,0,2,0,0,0,0,0,0,0,0,0,1,WBA,0 - 2,NEW,Home,11,DEF,6,Favourable,207,16.6%,09/11/2014,13:30,4.0,4.0
Dawson,90,0,0,0,2,0,0,0,0,0,0,0,8,18,1,WBA,0 - 2,NEW,Home,11,DEF,6,Favourable,480,3.8%,09/11/2014,13:30,4.5,4.5
Lescott,90,0,0,0,2,0,0,0,0,0,0,0,5,23,1,WBA,0 - 2,NEW,Home,11,DEF,6,Favourable,483,0.5%,09/11/2014,13:30,5.0,5.1
Pocognoli,45,0,0,0,1,0,0,0,0,0,0,0,8,7,1,WBA,0 - 2,NEW,Home,11,DEF,6,Favourable,485,0.2%,09/11/2014,13:30,4.5,4.1
Gamboa,45,0,0,0,1,0,0,0,0,0,0,0,3,10,1,WBA,0 - 2,NEW,Home,11,DEF,6,Favourable,554,0.1%,09/11/2014,13:30,4.5,4.1
Sessegnon,28,0,0,0,0,0,0,0,0,0,0,0,3,3,1,WBA,0 - 2,NEW,Home,11,MID,6,Favourable,486,0.3%,09/11/2014,13:30,6.0,5.4
Dorrans,75,0,0,0,2,0,0,0,0,0,0,0,7,14,2,WBA,0 - 2,NEW,Home,11,MID,6,Favourable,488,0.8%,09/11/2014,13:30,5.0,4.7
Morrison,90,0,0,0,2,0,0,0,0,0,0,0,1,11,2,WBA,0 - 2,NEW,Home,11,MID,6,Favourable,490,0.1%,09/11/2014,13:30,5.5,5.5
Mulumbu,62,0,0,0,2,0,0,0,0,0,0,0,1,15,2,WBA,0 - 2,NEW,Home,11,MID,6,Favourable,491,0.2%,09/11/2014,13:30,5.0,4.6
Brunt,90,0,0,0,2,0,0,0,0,0,0,0,1,9,2,WBA,0 - 2,NEW,Home,11,MID,6,Favourable,492,0.8%,09/11/2014,13:30,5.5,5.2
Anichebe,90,0,0,0,2,0,0,0,0,0,0,0,3,9,2,WBA,0 - 2,NEW,Home,11,FWD,6,Favourable,495,0.3%,09/11/2014,13:30,5.0,4.9
Berahino,90,0,0,0,2,0,0,0,0,0,0,0,10,2,2,WBA,0 - 2,NEW,Home,11,FWD,6,Favourable,496,21.4%,09/11/2014,13:30,5.5,5.6
Samaras,15,0,0,0,0,0,0,0,0,0,0,0,2,3,1,WBA,0 - 2,NEW,Home,11,FWD,6,Favourable,586,0.0%,09/11/2014,13:30,5.0,4.7
Fabianski,90,0,0,0,1,0,0,0,0,0,3,0,16,13,3,SWA,2 - 1,ARS,Home,11,GKP,31,Very difficult,448,5.7%,09/11/2014,16:00,5.0,5.3
Williams,90,0,0,0,1,0,0,0,1,0,0,0,16,13,1,SWA,2 - 1,ARS,Home,11,DEF,31,Very difficult,449,8.5%,09/11/2014,16:00,5.0,5.4
Taylor,90,0,0,0,1,0,0,0,1,0,0,0,18,14,1,SWA,2 - 1,ARS,Home,11,DEF,31,Very difficult,450,6.7%,09/11/2014,16:00,4.5,4.8
Rangel,90,0,0,0,1,0,0,0,0,0,0,0,9,9,2,SWA,2 - 1,ARS,Home,11,DEF,31,Very difficult,452,0.7%,09/11/2014,16:00,5.0,4.9
Bartley,90,0,0,0,1,0,0,0,0,0,0,0,19,14,2,SWA,2 - 1,ARS,Home,11,DEF,31,Very difficult,454,1.3%,09/11/2014,16:00,4.0,3.9
Carroll,86,0,0,0,1,0,0,0,1,0,0,0,14,9,1,SWA,2 - 1,ARS,Home,11,MID,31,Very difficult,380,0.2%,09/11/2014,16:00,4.5,4.4
Sigurdsson,90,1,0,0,1,0,0,0,0,0,0,2,29,30,9,SWA,2 - 1,ARS,Home,11,MID,31,Very difficult,381,43.9%,09/11/2014,16:00,6.0,6.5
Britton,4,0,0,0,0,0,0,0,0,0,0,0,4,3,1,SWA,2 - 1,ARS,Home,11,MID,31,Very difficult,462,0.1%,09/11/2014,16:00,4.5,4.4
Ki Sung-Yueng,90,0,0,0,1,0,0,0,1,0,0,0,15,16,1,SWA,2 - 1,ARS,Home,11,MID,31,Very difficult,471,2.6%,09/11/2014,16:00,5.0,5.1
Montero,90,0,1,0,1,0,0,0,0,0,0,0,35,18,5,SWA,2 - 1,ARS,Home,11,MID,31,Very difficult,537,0.1%,09/11/2014,16:00,6.0,5.4
Bony,75,0,0,0,1,0,0,0,0,0,0,0,8,4,2,SWA,2 - 1,ARS,Home,11,FWD,31,Very difficult,472,4.3%,09/11/2014,16:00,8.5,8.1
Gomis,15,1,0,0,0,0,0,0,0,0,0,2,22,30,7,SWA,2 - 1,ARS,Home,11,FWD,31,Very difficult,474,0.3%,09/11/2014,16:00,7.0,6.5
Emnes,66,0,0,0,1,0,0,0,0,0,0,0,19,6,2,SWA,2 - 1,ARS,Home,11,FWD,31,Very difficult,475,0.0%,09/11/2014,16:00,5.0,4.9
Barrow,24,0,1,0,0,0,0,0,1,0,0,0,10,7,3,SWA,2 - 1,ARS,Home,11,FWD,31,Very difficult,627,0.0%,09/11/2014,16:00,4.5,4.4
Foster,90,0,0,0,2,0,0,0,0,0,6,0,7,16,3,WBA,0 - 2,CHE,Away,12,GKP,37,Extremely difficult,477,4.9%,22/11/2014,15:00,4.5,4.5
Wisdom,90,0,0,0,2,0,0,0,0,0,0,0,7,11,1,WBA,0 - 2,CHE,Away,12,DEF,37,Extremely difficult,207,16.6%,22/11/2014,15:00,4.0,4.0
Dawson,90,0,0,0,2,0,0,0,0,0,0,0,3,16,1,WBA,0 - 2,CHE,Away,12,DEF,37,Extremely difficult,480,3.7%,22/11/2014,15:00,4.5,4.5
Lescott,90,0,0,0,2,0,0,0,0,0,0,0,2,8,1,WBA,0 - 2,CHE,Away,12,DEF,37,Extremely difficult,483,0.4%,22/11/2014,15:00,5.0,5.1
Baird,67,0,0,0,2,0,0,0,0,0,0,0,6,8,1,WBA,0 - 2,CHE,Away,12,DEF,37,Extremely difficult,484,0.5%,22/11/2014,15:00,4.0,3.8
Gamboa,23,0,0,0,0,0,0,0,0,0,0,0,3,3,1,WBA,0 - 2,CHE,Away,12,DEF,37,Extremely difficult,554,0.1%,22/11/2014,15:00,4.5,4.1
Sessegnon,90,0,0,0,2,0,0,0,0,0,0,0,0,7,2,WBA,0 - 2,CHE,Away,12,MID,37,Extremely difficult,486,0.3%,22/11/2014,15:00,6.0,5.4
Dorrans,83,0,0,0,2,0,0,0,0,0,0,0,3,8,2,WBA,0 - 2,CHE,Away,12,MID,37,Extremely difficult,488,0.8%,22/11/2014,15:00,5.0,4.7
Gardner,90,0,0,0,2,0,0,0,0,0,0,0,3,12,2,WBA,0 - 2,CHE,Away,12,MID,37,Extremely difficult,489,0.1%,22/11/2014,15:00,5.5,5.5
Morrison,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,WBA,0 - 2,CHE,Away,12,MID,37,Extremely difficult,490,0.1%,22/11/2014,15:00,5.5,5.5
Brunt,90,0,0,0,2,0,0,0,0,0,0,0,6,6,2,WBA,0 - 2,CHE,Away,12,MID,37,Extremely difficult,492,0.8%,22/11/2014,15:00,5.5,5.2
Yacob,28,0,0,0,2,0,0,0,0,1,0,0,-1,-6,-2,WBA,0 - 2,CHE,Away,12,MID,37,Extremely difficult,493,0.3%,22/11/2014,15:00,4.5,4.4
Anichebe,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,WBA,0 - 2,CHE,Away,12,FWD,37,Extremely difficult,495,0.3%,22/11/2014,15:00,5.0,4.9
Berahino,77,0,0,0,2,0,0,0,0,0,0,0,-1,1,2,WBA,0 - 2,CHE,Away,12,FWD,37,Extremely difficult,496,19.8%,22/11/2014,15:00,5.5,5.6
Adrián,90,0,0,0,2,0,0,0,0,0,2,0,5,10,1,WHU,1 - 2,EVE,Away,12,GKP,23,Difficult,498,0.8%,22/11/2014,15:00,5.0,5.2
Jenkinson,90,0,0,0,2,0,0,0,0,0,0,0,10,14,1,WHU,1 - 2,EVE,Away,12,DEF,23,Difficult,5,0.3%,22/11/2014,15:00,5.0,5.0
Collins,90,0,0,0,2,0,0,0,1,0,0,0,12,1,0,WHU,1 - 2,EVE,Away,12,DEF,23,Difficult,499,0.3%,22/11/2014,15:00,4.5,4.4
Reid,90,0,0,0,2,0,0,0,1,0,0,0,5,4,0,WHU,1 - 2,EVE,Away,12,DEF,23,Difficult,501,1.1%,22/11/2014,15:00,5.0,4.8
Tomkins,90,0,0,0,2,0,0,0,1,0,0,0,8,14,0,WHU,1 - 2,EVE,Away,12,DEF,23,Difficult,504,0.3%,22/11/2014,15:00,5.0,4.6
Cresswell,90,0,0,0,2,0,0,0,0,0,0,0,11,16,1,WHU,1 - 2,EVE,Away,12,DEF,23,Difficult,506,0.8%,22/11/2014,15:00,5.5,5.6
Noble,51,0,0,0,1,0,0,0,0,0,0,0,4,10,1,WHU,1 - 2,EVE,Away,12,MID,23,Difficult,508,2.1%,22/11/2014,15:00,5.5,5.3
Nolan,90,0,0,0,2,0,0,0,0,0,0,0,7,8,2,WHU,1 - 2,EVE,Away,12,MID,23,Difficult,510,1.2%,22/11/2014,15:00,6.5,6.2
Jarvis,39,0,0,0,1,0,0,0,0,0,0,0,-3,8,1,WHU,1 - 2,EVE,Away,12,MID,23,Difficult,513,0.0%,22/11/2014,15:00,5.5,5.2
Amalfitano,81,0,1,0,2,0,0,0,0,0,0,0,7,15,5,WHU,1 - 2,EVE,Away,12,MID,23,Difficult,599,0.3%,22/11/2014,15:00,5.0,4.9
Carroll,90,0,0,0,2,0,0,0,0,0,0,0,-10,-3,2,WHU,1 - 2,EVE,Away,12,FWD,23,Difficult,516,0.1%,22/11/2014,15:00,7.0,6.3
Vaz Te,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,WHU,1 - 2,EVE,Away,12,FWD,23,Difficult,517,1.9%,22/11/2014,15:00,4.5,4.1
Cole,50,0,0,0,1,0,0,0,0,0,0,0,3,5,1,WHU,1 - 2,EVE,Away,12,FWD,23,Difficult,520,0.7%,22/11/2014,15:00,5.0,4.6
Zárate,40,1,0,0,1,0,0,0,0,0,0,2,23,28,7,WHU,1 - 2,EVE,Away,12,FWD,23,Difficult,521,0.5%,22/11/2014,15:00,6.5,6.1
Pantilimon,90,0,0,1,0,0,0,0,0,0,4,2,12,26,9,SUN,0 - 0,LEI,Away,12,GKP,8,Favourable,423,0.9%,22/11/2014,15:00,4.5,4.5
O'Shea,90,0,0,1,0,0,0,0,0,0,0,3,14,28,9,SUN,0 - 0,LEI,Away,12,DEF,8,Favourable,424,5.3%,22/11/2014,15:00,4.5,4.6
Brown,90,0,0,1,0,0,0,0,0,0,0,0,6,21,6,SUN,0 - 0,LEI,Away,12,DEF,8,Favourable,425,0.4%,22/11/2014,15:00,4.5,4.3
Vergini,90,0,0,1,0,0,0,0,0,0,0,1,9,25,7,SUN,0 - 0,LEI,Away,12,DEF,8,Favourable,561,0.2%,22/11/2014,15:00,4.5,4.5
Réveillere,90,0,0,1,0,0,0,0,0,0,0,0,8,24,6,SUN,0 - 0,LEI,Away,12,DEF,8,Favourable,624,0.0%,22/11/2014,15:00,4.5,4.5
Johnson,90,0,0,1,0,0,0,0,0,0,0,0,15,13,3,SUN,0 - 0,LEI,Away,12,MID,8,Favourable,429,2.5%,22/11/2014,15:00,6.5,5.9
Cattermole,90,0,0,1,0,0,0,0,1,0,0,0,7,12,2,SUN,0 - 0,LEI,Away,12,MID,8,Favourable,430,4.3%,22/11/2014,15:00,4.5,4.3
Larsson,74,0,0,1,0,0,0,0,1,0,0,0,13,8,2,SUN,0 - 0,LEI,Away,12,MID,8,Favourable,431,4.0%,22/11/2014,15:00,5.5,5.3
Bridcutt,16,0,0,0,0,0,0,0,0,0,0,0,1,5,1,SUN,0 - 0,LEI,Away,12,MID,8,Favourable,437,0.5%,22/11/2014,15:00,4.5,4.2
Gómez,85,0,0,1,0,0,0,0,0,0,0,0,8,11,3,SUN,0 - 0,LEI,Away,12,MID,8,Favourable,439,0.1%,22/11/2014,15:00,5.5,5.1
Buckley,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,SUN,0 - 0,LEI,Away,12,MID,8,Favourable,568,0.0%,22/11/2014,15:00,5.5,5.0
Wickham,90,0,0,1,0,0,0,0,0,0,0,0,14,1,2,SUN,0 - 0,LEI,Away,12,FWD,8,Favourable,440,0.7%,22/11/2014,15:00,6.0,5.6
Fletcher,90,0,0,1,0,0,0,0,1,0,0,0,17,0,1,SUN,0 - 0,LEI,Away,12,FWD,8,Favourable,441,0.8%,22/11/2014,15:00,5.5,5.0
Fabianski,90,0,0,0,2,0,0,0,0,0,8,0,9,18,3,SWA,1 - 2,MCI,Away,12,GKP,33,Very difficult,448,6.2%,22/11/2014,15:00,5.0,5.3
Williams,90,0,0,0,2,0,0,0,0,0,0,0,5,17,1,SWA,1 - 2,MCI,Away,12,DEF,33,Very difficult,449,8.4%,22/11/2014,15:00,5.0,5.4
Taylor,90,0,0,0,2,0,0,0,0,0,0,0,6,17,1,SWA,1 - 2,MCI,Away,12,DEF,33,Very difficult,450,7.1%,22/11/2014,15:00,4.5,4.8
Rangel,90,0,0,0,2,0,0,0,0,0,0,0,8,20,1,SWA,1 - 2,MCI,Away,12,DEF,33,Very difficult,452,0.7%,22/11/2014,15:00,5.0,4.9
Bartley,90,0,0,0,2,0,0,0,1,0,0,0,7,15,0,SWA,1 - 2,MCI,Away,12,DEF,33,Very difficult,454,1.3%,22/11/2014,15:00,4.0,3.9
Carroll,66,0,0,0,2,0,0,0,0,0,0,0,9,18,2,SWA,1 - 2,MCI,Away,12,MID,33,Very difficult,380,0.2%,22/11/2014,15:00,4.5,4.4
Sigurdsson,78,0,0,0,2,0,0,0,0,0,0,0,6,12,2,SWA,1 - 2,MCI,Away,12,MID,33,Very difficult,381,45.2%,22/11/2014,15:00,6.0,6.5
Dyer,76,0,1,0,2,0,0,0,0,0,0,0,11,26,5,SWA,1 - 2,MCI,Away,12,MID,33,Very difficult,461,8.1%,22/11/2014,15:00,5.5,5.2
Shelvey,24,0,0,0,0,0,0,0,0,0,0,0,-3,2,1,SWA,1 - 2,MCI,Away,12,MID,33,Very difficult,465,3.3%,22/11/2014,15:00,5.5,5.2
Ki Sung-Yueng,90,0,0,0,2,0,0,0,0,0,0,0,6,20,2,SWA,1 - 2,MCI,Away,12,MID,33,Very difficult,471,2.6%,22/11/2014,15:00,5.0,5.1
Montero,90,0,0,0,2,0,0,0,0,0,0,0,11,8,2,SWA,1 - 2,MCI,Away,12,MID,33,Very difficult,537,0.3%,22/11/2014,15:00,6.0,5.4
Bony,90,1,0,0,2,0,0,0,0,0,0,1,24,31,7,SWA,1 - 2,MCI,Away,12,FWD,33,Very difficult,472,4.5%,22/11/2014,15:00,8.5,8.1
Gomis,12,0,0,0,0,0,0,0,0,0,0,0,-4,-3,1,SWA,1 - 2,MCI,Away,12,FWD,33,Very difficult,474,0.3%,22/11/2014,15:00,7.0,6.5
Barrow,14,0,0,0,0,0,0,0,0,0,0,0,2,4,1,SWA,1 - 2,MCI,Away,12,FWD,33,Very difficult,627,0.0%,22/11/2014,15:00,4.5,4.4
Green,90,0,0,0,1,0,0,0,0,0,5,0,9,15,3,QPR,0 - 1,NEW,Away,12,GKP,17,Average,318,1.7%,22/11/2014,15:00,4.5,4.5
Dunne,90,0,0,0,1,0,0,0,1,0,0,0,9,10,1,QPR,0 - 1,NEW,Away,12,DEF,17,Average,320,0.2%,22/11/2014,15:00,4.5,4.2
Onuoha,90,0,0,0,1,0,0,0,1,0,0,0,5,9,1,QPR,0 - 1,NEW,Away,12,DEF,17,Average,322,0.1%,22/11/2014,15:00,4.5,4.3
Yun,90,0,0,0,1,0,0,0,0,0,0,0,9,10,2,QPR,0 - 1,NEW,Away,12,DEF,17,Average,323,1.3%,22/11/2014,15:00,4.0,3.9
Caulker,90,0,0,0,1,0,0,0,0,0,0,0,2,9,2,QPR,0 - 1,NEW,Away,12,DEF,17,Average,534,6.4%,22/11/2014,15:00,5.0,4.6
Henry,81,0,0,0,1,0,0,0,0,0,0,0,3,7,2,QPR,0 - 1,NEW,Away,12,MID,17,Average,327,0.1%,22/11/2014,15:00,4.5,4.4
Barton,90,0,0,0,1,0,0,0,0,0,0,0,13,18,2,QPR,0 - 1,NEW,Away,12,MID,17,Average,328,0.2%,22/11/2014,15:00,5.0,4.8
Hoilett,9,0,0,0,0,0,0,0,0,0,0,0,-4,0,1,QPR,0 - 1,NEW,Away,12,MID,17,Average,331,0.2%,22/11/2014,15:00,5.0,4.3
Sandro,60,0,0,1,0,0,0,0,0,0,0,0,6,9,3,QPR,0 - 1,NEW,Away,12,MID,17,Average,377,0.1%,22/11/2014,15:00,5.0,4.8
Fer,90,0,0,0,1,0,0,0,0,0,0,0,5,16,2,QPR,0 - 1,NEW,Away,12,MID,17,Average,583,0.2%,22/11/2014,15:00,5.5,5.2
Kranjcar,30,0,0,0,1,0,0,0,0,0,0,0,1,3,1,QPR,0 - 1,NEW,Away,12,MID,17,Average,600,0.1%,22/11/2014,15:00,5.0,4.3
Zamora,90,0,0,0,1,0,0,0,1,0,0,0,-2,-3,1,QPR,0 - 1,NEW,Away,12,FWD,17,Average,336,3.6%,22/11/2014,15:00,4.5,4.1
Austin,90,0,0,0,1,0,0,0,0,0,0,0,16,2,2,QPR,0 - 1,NEW,Away,12,FWD,17,Average,337,5.1%,22/11/2014,15:00,6.0,6.1
Heaton,90,0,0,0,1,0,0,0,1,0,3,0,15,9,2,BUR,2 - 1,STK,Away,12,GKP,17,Average,58,3.1%,22/11/2014,15:00,4.5,4.7
Duff,75,0,0,0,1,0,0,0,0,0,0,0,13,10,2,BUR,2 - 1,STK,Away,12,DEF,17,Average,60,11.0%,22/11/2014,15:00,4.0,3.9
Shackell,90,0,0,0,1,0,0,0,0,0,0,0,15,16,2,BUR,2 - 1,STK,Away,12,DEF,17,Average,61,0.5%,22/11/2014,15:00,4.5,4.4
Trippier,90,0,0,0,1,0,0,0,0,0,0,0,13,10,2,BUR,2 - 1,STK,Away,12,DEF,17,Average,65,1.2%,22/11/2014,15:00,5.0,4.8
Keane,15,0,0,0,0,0,0,0,0,0,0,0,4,4,1,BUR,2 - 1,STK,Away,12,DEF,17,Average,265,0.1%,22/11/2014,15:00,4.5,4.2
Ward,90,0,0,0,1,0,0,0,0,0,0,0,15,16,2,BUR,2 - 1,STK,Away,12,DEF,17,Average,580,0.0%,22/11/2014,15:00,4.5,4.5
Marney,90,0,0,0,1,0,0,0,0,0,0,0,16,11,2,BUR,2 - 1,STK,Away,12,MID,17,Average,66,0.3%,22/11/2014,15:00,4.5,4.2
Jones,90,0,0,0,1,0,0,0,0,0,0,0,13,8,2,BUR,2 - 1,STK,Away,12,MID,17,Average,67,0.3%,22/11/2014,15:00,4.5,4.5
Kightly,59,0,1,0,1,0,0,0,0,0,0,0,18,17,4,BUR,2 - 1,STK,Away,12,MID,17,Average,70,0.1%,22/11/2014,15:00,5.0,4.5
Reid,5,0,0,0,0,0,0,0,0,0,0,0,3,3,1,BUR,2 - 1,STK,Away,12,MID,17,Average,72,0.3%,22/11/2014,15:00,4.5,4.2
Boyd,90,0,0,0,1,0,0,0,0,0,0,0,19,9,2,BUR,2 - 1,STK,Away,12,MID,17,Average,168,2.9%,22/11/2014,15:00,4.5,4.5
Ings,85,2,0,0,1,0,0,0,1,0,0,3,49,54,12,BUR,2 - 1,STK,Away,12,FWD,17,Average,73,0.6%,22/11/2014,15:00,6.0,5.5
Barnes,90,0,0,0,1,0,0,0,0,0,0,0,11,4,2,BUR,2 - 1,STK,Away,12,FWD,17,Average,75,0.5%,22/11/2014,15:00,4.5,4.4
Jutkiewicz,31,0,0,0,0,0,0,0,0,0,0,0,12,3,1,BUR,2 - 1,STK,Away,12,FWD,17,Average,523,0.3%,22/11/2014,15:00,5.0,4.4
De Gea,90,0,0,0,1,0,0,0,0,0,8,0,21,17,4,MUN,2 - 1,ARS,Away,12,GKP,31,Very difficult,257,13.6%,22/11/2014,17:30,5.5,5.8
Smalling,90,0,0,0,1,0,0,0,0,0,0,0,12,11,2,MUN,2 - 1,ARS,Away,12,DEF,31,Very difficult,259,0.6%,22/11/2014,17:30,5.5,5.3
Shaw,15,0,0,0,0,0,0,0,0,0,0,0,3,3,1,MUN,2 - 1,ARS,Away,12,DEF,31,Very difficult,266,3.3%,22/11/2014,17:30,6.0,5.7
